Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI,TRIMA_10
02-01-2020,72.34423137807079,73.40898295532955,72.08781576119684,73.34793090820312,135480400,0.0,0.0,,
03-01-2020,72.56646392219804,73.40409624551282,72.4077300853893,72.63484191894531,146322800,0.0,0.0,,
06-01-2020,71.74592172605415,73.25268199035183,71.49194313764691,73.21360778808594,118387200,0.0,0.0,,
07-01-2020,73.2233829883442,73.4822430742153,72.64705523569306,72.8692855834961,108872000,0.0,0.0,,
08-01-2020,72.56889846682128,74.34673359181372,72.56889846682128,74.04147338867188,132079200,0.0,0.0,,
09-01-2020,75.03052037910099,75.80954508550958,74.7765492325881,75.61418151855469,170108400,0.0,0.0,,
10-01-2020,75.85108198670477,76.35659483981806,75.27719112345856,75.78514099121094,140644800,0.0,0.0,,
13-01-2020,76.10505376480236,77.43110261959723,75.98538666840804,77.40423583984375,121532000,0.0,0.0,,
14-01-2020,77.34076131185532,77.55322131219435,76.23449815799233,76.35903930664062,161954400,0.0,0.0,,
15-01-2020,76.15633263095626,77.04769111689887,75.59464927008707,76.03178405761719,121923600,0.0,0.0,,74.7372329711914
16-01-2020,76.58126502711917,77.09654831540358,76.2149526482737,76.98420715332031,108829200,0.0,0.0,,75.28580856323242
17-01-2020,77.23572924340525,77.83892383075151,76.92558749423719,77.83648681640625,137816400,0.0,0.0,,75.8272206624349
21-01-2020,77.4603983677737,77.90729608776587,77.16979001801344,77.30899047851562,110843200,0.0,0.0,,76.26044794718425
22-01-2020,77.7998426277261,78.1441770732037,77.48970090644066,77.58494567871094,101832400,0.0,0.0,,76.59485117594402
23-01-2020,77.63868309353971,78.03918071192311,77.08432564651184,77.9585952758789,104472000,0.0,0.0,71.90259665420639,76.87715632120768
24-01-2020,78.20768177522166,78.95983980712082,77.54099065746487,77.73391723632812,146537600,0.0,0.0,70.28682011885954,77.11810811360677
27-01-2020,75.71918761945025,76.13678152009605,74.45419103693968,75.4481201171875,161940000,0.0,0.0,56.40064772514503,77.23378016153971
28-01-2020,76.3394929260297,77.75589765554778,76.23936665906834,77.58251190185547,162234000,0.0,0.0,63.626858321212666,77.29019139607747
29-01-2020,79.2333563413358,80.06366276088562,78.48363535154242,79.20648956298828,216229200,0.0,0.0,67.97593997611196,77.40382893880208
30-01-2020,78.27849532852899,79.1454314221845,77.84136058158192,79.09170532226562,126743200,0.0,0.0,67.36285016339089,77.51437327067057
31-01-2020,78.37373819807837,78.80110256095111,75.28695033247483,75.58488464355469,199588400,0.0,0.0,51.9476064258204,77.48905614217122
03-02-2020,74.31255244736107,76.5568264066588,73.80460266937271,75.37730407714844,173788400,0.0,0.0,51.20070430251151,77.43638814290364
04-02-2020,77.001292147659,78.05871789857405,76.59102413257737,77.86579132080078,136616400,0.0,0.0,58.840795379358454,77.47277501424153
05-02-2020,79.00624543325594,79.30906871218168,77.89021946431812,78.50074005126953,118826800,0.0,0.0,60.53844140053442,77.47651952107748
06-02-2020,78.7742471180729,79.42139740893434,78.2101267274877,79.41895294189453,105425600,0.0,0.0,62.92024749719693,77.4371208190918
07-02-2020,78.91224194806621,79.16437308343612,77.84252045654213,78.33943939208984,117684000,0.1925,0.0,58.45330238511568,77.4517702738444
10-02-2020,76.90742491462933,78.71150970458984,76.82664823208754,78.71150970458984,109348800,0.0,0.0,59.52000234087919,77.6491943359375
11-02-2020,79.21333407944302,79.2867674317792,78.01631814404733,78.23662567138672,94323200,0.0,0.0,57.49113395567987,77.8613400777181
12-02-2020,78.69192964600568,80.09945941160234,78.69192964600568,80.09456634521484,113730400,0.0,0.0,62.82960691278148,78.11717071533204
13-02-2020,79.35774655125492,79.8546654180109,79.1521257240107,79.52420043945312,94747600,0.0,0.0,60.324990692198824,78.40003458658855
14-02-2020,79.49238953623086,79.79593149475629,79.02974446859034,79.5438003540039,80113600,0.0,0.0,60.38343456300315,78.71213556925456
18-02-2020,77.19628712602929,78.27090929443933,77.01269625200011,78.08731842041016,152531200,0.0,0.0,54.01579707179837,78.9116116841634
19-02-2020,78.33209296535959,79.45077496090046,78.33209296535959,79.21822357177734,93984000,0.0,0.0,57.742068747748455,79.03266754150391
20-02-2020,78.97587724986235,79.47034584229152,77.8939120493898,78.405517578125,100566000,0.0,0.0,54.33458221445498,79.0850606282552
21-02-2020,77.9942911278674,78.44225700528118,76.00661529825145,76.63082122802734,129554000,0.0,0.0,47.71310665453946,78.98788019816081
24-02-2020,72.76561364784656,74.45954080369623,70.79996818740372,72.99081420898438,222195200,0.0,0.0,37.59367577641227,78.66875864664713
25-02-2020,73.66889623195483,74.05565769438682,70.04113900503827,70.51847076416016,230673600,0.0,0.0,32.544834441911455,78.05719680786133
26-02-2020,70.13903843108616,72.91738107471537,70.13169509690492,71.63713836669922,198054800,0.0,0.0,36.68806822994619,77.21373850504557
27-02-2020,68.80983327416602,70.00929167238945,66.81725754080944,66.95433807373047,320605600,0.0,0.0,28.732274802849528,75.95585428873697
28-02-2020,62.97409955532667,68.15135902307364,62.75623486999348,66.91517639160156,426510000,0.0,0.0,28.676270460039472,74.43041687011718
02-03-2020,69.09869314929833,73.78882783653367,67.98246148773745,73.14503479003906,341397200,0.0,0.0,46.531061657679956,73.00656611124674
03-03-2020,74.3346965416235,74.4154732091492,69.96033333810142,70.82199096679688,319475600,0.0,0.0,42.28069176972833,71.81126556396484
04-03-2020,72.56489552296253,74.26861650737415,71.7546485082463,74.1070556640625,219178400,0.0,0.0,49.32942116237547,70.95059051513672
05-03-2020,72.33968168942623,73.32617613901023,71.3336075044868,71.70323944091797,187572800,0.0,0.0,44.99895938832859,70.50091501871745
06-03-2020,69.03014939918815,71.18917926902061,68.84166551036013,70.75100708007812,226176800,0.0,0.0,43.37457149032278,70.56080652872721
09-03-2020,64.56277691200924,68.07303277734484,64.37918607718836,65.15516662597656,286744800,0.0,0.0,35.308325434384955,70.67822392781575
10-03-2020,67.84049238679988,70.11701586850124,65.9384864584112,69.84774780273438,285290000,0.0,0.0,44.6106903979017,70.75802586873372
11-03-2020,67.90168732583784,68.83922125625614,66.5480037020959,67.4218978881836,255598800,0.0,0.0,41.30413833753532,70.6048718770345
12-03-2020,62.650987373444806,66.09270309240821,60.70737172932311,60.763671875,418474000,0.0,0.0,33.88121906872058,70.00473505655924
13-03-2020,64.8418492542271,68.52100989164049,61.91907834934266,68.04367065429688,370732000,0.0,0.0,45.429043958699964,69.15605697631835
16-03-2020,59.226403292567625,63.419615471392085,58.749067863212055,59.2900505065918,322423600,0.0,0.0,37.04983998423621,67.9840140024821
17-03-2020,60.58742513770928,63.05977959925617,58.3574082000744,61.89704132080078,324056000,0.0,0.0,40.56578583134595,66.81327641805012
18-03-2020,58.69277111518728,61.19694923191077,58.04408121222981,60.381805419921875,300233600,0.0,0.0,39.19551275889002,65.44034385681152
19-03-2020,60.55805525948442,61.892148056969916,59.38796984402263,59.919158935546875,271857200,0.0,0.0,38.7649463790077,64.26209945678711
20-03-2020,60.50664819011717,61.64491373092087,55.81161985647393,56.11515808105469,401693200,0.0,0.0,35.32853306571874,63.05089022318522
23-03-2020,55.831195124992156,55.93400554034762,52.044328017823695,54.923030853271484,336752800,0.0,0.0,34.302276764327665,61.78435821533203
24-03-2020,57.858043620143214,60.631489797435,57.3537813579384,60.43321228027344,287531200,0.0,0.0,42.60185567842942,60.66453577677409
25-03-2020,61.38053504763928,63.21644337408911,59.80165463392544,60.10029602050781,303602000,0.0,0.0,42.25453324138342,59.80035324096679
26-03-2020,60.34508117220056,63.32169757060192,60.305914233167215,63.2629508972168,252087200,0.0,0.0,46.70014780451609,59.28230018615722
27-03-2020,61.87011178984409,62.63384847306529,60.47482218197262,60.64372634887695,204216800,0.0,0.0,43.69962304625415,58.943349838256836
30-03-2020,61.37809005510763,62.548175359054014,61.05007158715662,62.37437438964844,167976400,0.0,0.0,46.16110037754716,59.25039469401042
31-03-2020,62.56776454856994,64.2543486430492,61.68652695514454,62.24708938598633,197002000,0.0,0.0,46.001801562297885,59.76346944173177
01-04-2020,60.3401952385181,60.883624476193454,58.53611027187299,58.971832275390625,176218400,0.0,0.0,41.98666251847728,60.287723032633465
02-04-2020,58.83229652292916,60.009725194617715,57.99022592812111,59.95587158203125,165934000,0.0,0.0,43.580009954795486,60.71112429300944
03-04-2020,59.434477911185176,60.14436102904671,58.49694019962636,59.09422302246094,129880000,0.0,0.0,42.47981992379627,60.971415710449214
06-04-2020,61.41726149125212,64.40611863053081,61.04518670054873,64.24945831298828,201820400,0.0,0.0,50.527126152092805,61.14325764973958
07-04-2020,66.28853078706275,66.50884577513544,63.40003784259785,63.50529479980469,202887200,0.0,0.0,49.451613990253854,61.10866165161133
08-04-2020,64.315536439662,65.44890501248834,63.94591198597963,65.13068389892578,168895200,0.0,0.0,51.86181938421019,61.218898137410484
09-04-2020,65.77448984948283,66.10984796572981,64.79533857503027,65.6006851196289,161834800,0.0,0.0,52.56612586415576,61.554910532633464
13-04-2020,65.67901516636393,66.99842501714424,65.07193872245234,66.88826751708984,131022800,0.0,0.0,54.52889079039753,62.26096038818359
14-04-2020,68.54057610130667,70.56007521857731,68.06323695818345,70.26632690429688,194994800,0.0,0.0,59.28852386966472,63.21922264099121
15-04-2020,69.12806585898063,70.09008001757974,68.69479418847334,69.62498474121094,131154400,0.0,0.0,58.04624457037022,64.3189717610677
16-04-2020,70.34710391108185,70.54783165645226,69.1158218427831,70.1781997680664,157125200,0.0,0.0,58.847251577729196,65.54503122965495
17-04-2020,69.68865052656636,70.24187343356213,67.77195756259945,69.22599792480469,215250000,0.0,0.0,56.83581072933421,66.68663940429687
20-04-2020,68.0387813890526,68.95183522806336,67.76951327782123,67.78909301757812,130015200,0.0,0.0,53.84486151319574,67.67011464436848
21-04-2020,67.62996729708343,67.867411741575,64.97401840032636,65.69369506835938,180991600,0.0,0.0,49.734605903947134,68.24136734008789
22-04-2020,66.97638789612319,68.02652967370919,66.63124366416139,67.5859146118164,116862400,0.0,0.0,53.20823680377732,68.5440887451172
23-04-2020,67.52959542301394,68.96894858881583,67.28480767292054,67.323974609375,124814400,0.0,0.0,52.665665103873685,68.5476796468099
24-04-2020,67.85517068490294,69.27738698597152,67.8062101443203,69.26759338378906,126161200,0.0,0.0,56.232051558892934,68.38440653483073
27-04-2020,68.98119330475346,69.6519169006976,68.52834188874706,69.31655883789062,117087600,0.0,0.0,56.321337860591214,68.15120519002278
28-04-2020,69.78409070145992,69.96768151979619,68.09995720299867,68.1929702758789,112004800,0.0,0.0,53.61834881009803,67.97128550211589
29-04-2020,69.69844440205212,70.90769692979106,69.49282351280483,70.43280792236328,137280800,0.0,0.0,57.95070320007505,68.0386833190918
30-04-2020,70.9786635744103,72.09734553729264,70.58455882894238,71.91864776611328,183064000,0.0,0.0,60.58110650998111,68.32720591227213
01-05-2020,70.07049235603678,73.1915361203668,69.97257875161384,70.76079559326172,240616800,0.0,0.0,57.559443754313975,68.76064275105794
04-05-2020,70.78528493667454,71.89172300212547,70.08763827643732,71.7619857788086,133568000,0.0,0.0,59.44318308051122,69.2742073059082
05-05-2020,72.22707328545552,73.6811131254919,72.08019914064116,72.83904266357422,147751200,0.0,0.0,61.42668854800768,69.89172541300455
06-05-2020,73.54892082297566,74.22943042798589,73.15970922046576,73.59053802490234,142333600,0.0,0.0,62.793961787613604,70.53119201660157
07-05-2020,74.22455781953674,74.70189702284425,73.91857306621932,74.35184478759766,115215200,0.0,0.0,64.17919163005152,71.15686874389648
08-05-2020,75.01946631960134,76.17553564428147,74.68810677058927,76.12153625488281,133838400,0.205,0.0,67.23316636640645,71.8080810546875
11-05-2020,75.62327270802515,77.820049379967,75.41218146064816,77.3193359375,145946400,0.0,0.0,69.15029973623137,72.5947649637858
12-05-2020,78.0114944063967,78.46803602833796,76.31298189689416,76.43570709228516,162301200,0.0,0.0,66.07880074373583,73.41982345581054
13-05-2020,76.61735971336722,77.55007595719039,74.42303199821515,75.51283264160156,200622400,0.0,0.0,62.93464866547755,74.15408935546876
14-05-2020,74.74212245392872,76.03810059147023,74.01067738180902,75.97673797607422,158929200,0.0,0.0,63.86540501982807,74.83726069132487
15-05-2020,73.72103817370275,75.57418592461244,73.68667151802578,75.52754974365234,166348400,0.0,0.0,62.23576526713153,75.41952590942383
18-05-2020,76.86770939414588,77.6850559763479,76.16817421662756,77.30706024169922,135178400,0.0,0.0,65.9433010955953,75.82269058227538
19-05-2020,77.3242489820249,78.18086858927921,76.82844180798004,76.8603515625,101729600,0.0,0.0,64.23836667893536,76.05476506551106
20-05-2020,77.72923004895527,78.42630827868764,77.68995708650606,78.35513305664062,111504800,0.0,0.0,67.28629488951532,76.26169408162434
21-05-2020,78.2152379015423,78.7625950778877,77.53042907840617,77.7709732055664,102688800,0.0,0.0,64.95633949666363,76.4643544514974
22-05-2020,77.50587874329975,78.35514261508028,77.40279375852806,78.27169036865234,81803200,0.0,0.0,66.04179293952811,76.70432306925456
26-05-2020,79.4032205929523,79.5848515290163,77.68506744256383,77.74152374267578,125522000,0.0,0.0,63.788845454497135,76.97857335408528
27-05-2020,77.59670056897627,78.22750246526856,76.84807228211865,78.08023071289062,112945200,0.0,0.0,64.61926113945015,77.2938954671224
28-05-2020,77.75133179394105,79.3884894953527,77.47152219242464,78.1146011352539,133560800,0.0,0.0,64.70770719385459,77.58704503377278
29-05-2020,78.3600296769863,78.82638387624898,77.67767795624178,78.03849029541016,153532400,0.0,0.0,64.32423618849018,77.79436848958333
01-06-2020,77.9918665583009,79.1209399247612,77.85932124161832,78.99821472167969,80791200,0.0,0.0,66.98140885632625,77.96610158284506
02-06-2020,78.72822926149139,79.38849154963171,78.28150765937546,79.36394500732422,87642800,0.0,0.0,67.9607366474047,78.10044403076172
03-06-2020,79.68793718516085,80.06593294320953,79.10867027758147,79.80084228515625,104491200,0.0,0.0,69.13832142002947,78.27765808105468
04-06-2020,79.62165526986962,79.92355445433627,78.73557547064095,79.11357116699219,87560400,0.0,0.0,65.08576463968409,78.44750849405925
05-06-2020,79.36638680697583,81.42816862908963,79.33693395803232,81.36680603027344,137250400,0.0,0.0,71.07243342191822,78.73632049560547
08-06-2020,81.0599990315112,81.88225941457412,80.34083111792705,81.84789276123047,95654400,0.0,0.0,72.16967577182464,79.1112045288086
09-06-2020,81.52390600637072,84.8301159692759,81.49199625331676,84.43248748779297,147712400,0.0,0.0,77.17805374346241,79.6308224995931
10-06-2020,85.39219545443902,87.07843855909532,84.94793081515454,86.60472106933594,166651600,0.0,0.0,80.37469562193733,80.32315572102864
11-06-2020,85.73829148864422,86.16782975309071,82.34371524317605,82.4468002319336,201662400,0.0,0.0,62.367244664146796,81.06924285888672
